id,label
DB0-m3_o11_o27_f0_nbo.sym.87_repeat,78.9309
DB0-m3_o2_o26_f0_pcu.sym.74_repeat,38.3422
DB1-Cu2N8-AZO_B-irmof7_B_No564_repeat,17.10967
DB5-hypotheticalMOF_12695_2_0_0_14_17_4_repeat,51.83472
DB0-m3_o4_o6_f0_pcu.sym.107_repeat,30.63451
DB0-m2_o7_o15_f0_pcu.sym.30_repeat,37.96764
DB0-m2_o11_o14_f0_pcu.sym.73_repeat,16.5645
DB0-m3_o21_o1470_f0_fsc.sym.1_repeat,17.61177
DB0-m3_o25_o1500_f0_fsc.sym.41_repeat,15.33694
DB0-m3_o19_o28_f0_nbo.sym.39_repeat,87.35222
DB0-m2_o2_o18_f0_pcu.sym.13_repeat,35.29033
DB12-TEWFUY_clean_repeat,8.168505
DB0-m3_o20_o24_f0_nbo.sym.123_repeat,73.52632
DB1-Cu2O8-irmof6_A-mofHTB_No19_repeat,19.29013
DB0-m3_o160_o146_f0_fsc.sym.106_repeat,20.50353
DB0-m2_o19_o21_f0_pcu.sym.42_repeat,29.40068
DB0-m29_o88_o86_f0_pts.sym.43_repeat,19.29795
DB0-m3_o520_o155_f0_fsc.sym.63_repeat,22.54694
DB0-m3_o96_o158_f0_fsc.sym.69_repeat,23.23886
DB5-hypotheticalMOF_5039060_1_1_1_15_21_10_repeat,23.16946
DB5-hypotheticalMOF_425_1_1_0_26_9_6_repeat,14.18479
DB0-m3_o6_o22_f0_pcu.sym.34_repeat,24.34273
DB0-m2_o11_o15_f0_nbo.sym.146_repeat,38.1114
DB0-m29_o96_o45_f0_pts.sym.61_repeat,31.72177
DB6-cuf_8415_repeat,22.7696
DB0-m29_o82_o149_f0_pts.sym.39_repeat,18.61477
DB0-m3_o3_o10_f0_pcu.sym.92_repeat,45.56842
DB0-m3_o13_o20_f0_pcu.sym.16_repeat,39.0732
DB0-m3_o16_o17_f0_pcu.sym.91_repeat,32.02542
DB0-m3_o21_o29_f0_pcu.sym.41_repeat,56.71145
DB0-m29_o89_o1500_f0_pts.sym.25_repeat,30.62799
DB0-m3_o8_o20_f0_pcu.sym.68_repeat,43.62543
DB0-m23_o7_o10_f0_pcu_repeat,17.36307
DB6-cuf_5129_repeat,44.45744
DB0-m3_o4_o9_f0_nbo.sym.57_repeat,34.24057
DB0-m3_o13_o27_f0_pcu.sym.20_repeat,44.19996
DB0-m29_o88_o51_f0_pts.sym.102_repeat,32.13215
DB0-m15_o8_o86_f0_fsc_repeat,30.42543
DB0-m29_o83_o102_f0_pts.sym.57_repeat,25.51889
DB0-m3_o3_o7_f0_pcu.sym.71_repeat,33.60714
DB6-cuf_5273_repeat,33.62464
DB0-m3_o440_o1_f0_fsc.sym.15_repeat,13.40373
DB0-m3_o7_o20_f0_pcu.sym.30_repeat,78.48811
DB5-hypotheticalMOF_5062095_3_0_2_18_1_0_repeat,41.46493
DB1-Cu2O8-ADC_A-DPAC_A_No923_repeat,42.50372
DB0-m29_o88_o1470_f0_pts.sym.126_repeat,24.05997
DB0-m29_o89_o1530_f0_pts.sym.33_repeat,24.14597
DB0-m3_o47_o148_f0_fsc_repeat,22.80416
DB0-m3_o18_o540_f0_fsc.sym.34_repeat,17.98877
DB0-m3_o160_o146_f0_fsc.sym.129_repeat,14.42079
DB0-m3_o16_o540_f0_fsc.sym.7_repeat,25.54944
DB0-m2_o12_o26_f0_pcu.sym.50_repeat,19.961
DB1-Zn2O8-AZO_A-DPAC_A_No978_repeat,34.6436
DB0-m29_o83_o1510_f0_pts.sym.70_repeat,39.65829
DB0-m3_o440_o158_f0_fsc.sym.9_repeat,18.84265
DB0-m29_o90_o83_f0_pts.sym.31_repeat,26.2903
DB0-m3_o25_o51_f0_fsc.sym.42_repeat,17.25516
DB0-m3_o1500_o158_f0_fsc.sym.50_repeat,17.44347
DB0-m3_o18_o28_f0_pcu.sym.72_repeat,43.54025
DB0-m3_o2_o16_f0_pcu.sym.58_repeat,30.31841
DB0-m2_o4_o25_f0_nbo.sym.5_repeat,42.75637
DB0-m3_o17_o151_f0_fsc.sym.14_repeat,24.96902
DB7-ddmof_16651_repeat,30.15022
DB0-m3_o1530_o159_f0_fsc.sym.46_repeat,21.591
DB1-Cu2O8N2-BDC_A-irmof10_A_No17_repeat,25.38536
DB1-Cu2O8-ADC_A-irmof7_A_No472_repeat,19.59863
DB0-m29_o99_o110_f0_pts.sym.64_repeat,27.69247
DB0-m3_o13_o24_f0_pcu.sym.22_repeat,17.23404
DB12-WUSSEK_clean_repeat,13.92881
DB0-m2_o3_o22_f0_pcu.sym.57_repeat,26.98843
DB0-m29_o82_o470_f0_pts.sym.27_repeat,21.35994
DB15-cdl_N29_E147_opt_repeat,51.13075
DB0-m29_o88_o430_f0_pts.sym.89_repeat,38.12286
DB0-m29_o91_o55_f0_pts.sym.46_repeat,24.54516
DB0-m3_o96_o159_f0_fsc.sym.68_repeat,26.211
DB0-m3_o1_o25_f0_nbo.sym.19_repeat,62.04411
DB13-cds-Syn031364_repeat,20.13133
DB0-m3_o450_o159_f0_fsc.sym.18_repeat,18.29553
DB0-m3_o1480_o25_f0_fsc.sym.69_repeat,18.49939
DB7-ddmof_21950_repeat,43.46946
DB5-hypotheticalMOF_5069095_3_1_2_20_15_2_repeat,10.8629
DB13-nbo-Syn022326_repeat,21.42665
DB0-m3_o17_o23_f0_nbo.sym.41_repeat,47.97899
DB0-m2_o2_o10_f0_pcu.sym.31_repeat,32.32304
DB0-m29_o90_o490_f0_pts.sym.31_repeat,27.95595
DB0-m29_o90_o570_f0_pts.sym.27_repeat,30.52729
DB0-m15_o12_nbo_repeat,66.47182
DB0-m2_o2_o2_f0_pcu.sym.4_repeat,45.22464
DB5-hypotheticalMOF_5036341_3_1_1_18_21_0_repeat,34.21628
DB0-m2_o6_o27_f0_pcu.sym.14_repeat,75.63238
DB0-m2_o8_o28_f0_pcu.sym.53_repeat,45.39737
DB0-m3_o16_o147_f0_fsc.sym.3_repeat,10.14775
DB15-cds_N87_E52_opt_repeat,9.218827
DB0-m2_o15_o137_f0_fsc_repeat,12.32826
DB0-m2_o6_o18_f0_pcu.sym.93_repeat,45.0857
DB0-m29_o83_o430_f0_pts.sym.2_repeat,32.31759
DB0-m2_o23_o26_f0_pcu.sym.68_repeat,37.09971
DB0-m3_o1530_o6_f0_fsc.sym.21_repeat,26.31928
DB0-m3_o18_o29_f0_pcu.sym.69_repeat,64.17893
DB7-ddmof_22617_repeat,66.36677
DB0-m29_o88_o147_f0_pts.sym.95_repeat,24.14662
DB0-m2_o2_o17_f0_pcu.sym.78_repeat,34.67275
DB0-m3_o24_o25_f0_pcu.sym.57_repeat,17.66091
DB0-m29_o88_o1500_f0_pts.sym.49_repeat,32.19488
DB0-m9_o20_o22_f0_sra.sym.55_repeat,13.76012
DB1-Cu2O8-ADC_A-BDC_A_No1135_repeat,30.76303
DB0-m2_o5_o27_f0_nbo.sym.40_repeat,52.91328
DB5-hypotheticalMOF_5037859_0_0_1_18_5_6_repeat,31.94647
DB0-m3_o11_o23_f0_pcu.sym.36_repeat,24.30721
DB0-m2_o3_o22_f0_pcu.sym.47_repeat,29.92029
DB0-m2_o23_o24_f0_nbo.sym.136_repeat,37.15743
DB5-hypotheticalMOF_5009068_2_0_0_15_15_12_repeat,69.97761
DB6-cuf_2007_repeat,26.33548
DB0-m2_o14_o24_f0_nbo.sym.98_repeat,28.2969
DB5-hypotheticalMOF_20904_1_0_1_10_2_0_repeat,20.85
DB7-ddmof_19332_repeat,78.11613
DB6-cuf_6634_repeat,22.29312
DB0-m3_o8_o19_f0_pcu.sym.22_repeat,43.98666
DB0-m3_o160_o49_f0_fsc.sym.47_repeat,12.73115
DB5-hypotheticalMOF_5069368_0_0_2_3_9_11_repeat,1.174298
DB0-m29_o82_o91_f0_pts.sym.3_repeat,26.54317
DB6-cuf_8673_repeat,40.97034
DB0-m29_o91_o148_f0_pts.sym.68_repeat,25.31313
DB0-m3_o155_o470_f0_fsc.sym.18_repeat,16.76557
DB0-m3_o150_o23_f0_fsc.sym.93_repeat,21.35419
DB0-m2_o29_o29_f0_pcu.sym.46_repeat,64.66123
DB0-m3_o14_o23_f0_nbo.sym.83_repeat,41.64868
DB0-m3_o1_o11_f0_nbo.sym.119_repeat,45.57847
DB0-m3_o2_o5_f0_nbo.sym.51_repeat,48.09699
DB0-m3_o44_o20_f0_fsc.sym.4_repeat,28.1375
DB6-cuf_8521_repeat,27.17546
DB0-m3_o155_o47_f0_fsc.sym.15_repeat,16.37534
DB0-m29_o88_o109_f0_pts.sym.103_repeat,30.70165
DB0-m2_o3_o29_f0_pcu.sym.58_repeat,45.71325
DB5-hypotheticalMOF_5020170_2_2_0_23_2_4_repeat,6.168834
DB5-hypotheticalMOF_5060048_2_0_2_12_11_7_repeat,27.89393
DB0-m29_o88_o90_f0_pts.sym.18_repeat,34.37339
DB0-m3_o1_o24_f0_nbo.sym.77_repeat,41.15119
DB0-m3_o155_o45_f0_fsc.sym.39_repeat,10.77176
DB1-Zn2O8N2-ADC_A-irmof20_A_No867_repeat,48.92603
DB1-Zn2O8N2-ADC_A-BDC_A_No239_repeat,51.04355
DB0-m3_o2_o21_f0_pcu.sym.68_repeat,27.40535
DB0-m29_o90_o150_f0_pts.sym.137_repeat,24.9385
DB0-m29_o99_o147_f0_pts.sym.46_repeat,24.92811
DB0-m2_o8_o9_f0_pcu.sym.94_repeat,28.94384
DB0-m3_o115_o158_f0_fsc.sym.18_repeat,20.96659
DB0-m3_o18_o19_f0_pcu.sym.73_repeat,34.94721
DB6-cuf_9106_repeat,28.90126
DB1-Cu2O8N2-DPAC_A-irmof6_A_No201_repeat,50.8434
DB1-Cu2O8-ADC_A-irmof20_A_No712_repeat,33.99147
DB0-m3_o450_o20_f0_fsc.sym.29_repeat,18.61848
DB7-ddmof_3730_repeat,47.8338
DB0-m2_o21_o25_f0_pcu.sym.112_repeat,36.45617
DB0-m3_o88_o25_f0_fsc.sym.54_repeat,14.65736
DB0-m2_o8_o12_f0_pcu.sym.90_repeat,30.39923
DB0-m3_o21_o23_f0_pcu.sym.163_repeat,28.40261
DB15-qzd_N29_E153_opt_repeat,30.00927
DB0-m3_o16_o19_f0_pcu.sym.55_repeat,22.86985
DB0-m3_o13_o150_f0_fsc.sym.14_repeat,17.18832
DB0-m2_o16_nor_repeat,54.73512
DB1-Cu2O8-ADC_A-irmof7_A_No1257_repeat,29.64499
DB13-nbo-Syn035069_repeat,49.87305
DB0-m2_o24_o27_f0_nbo.sym.35_repeat,56.43188
DB0-m2_o3_o9_f0_pcu.sym.2_repeat,19.8474
DB13-nbo-Syn031351_repeat,27.77472
DB7-ddmof_19817_repeat,41.62412
DB0-m3_o11_o17_f0_nbo.sym.23_repeat,61.13926
DB0-m29_o91_o47_f0_pts.sym.21_repeat,23.74582
DB1-Al2O6-AZO_B-irmof7_B_No581_repeat,16.73159
DB5-hypotheticalMOF_21471_0_0_1_11_17_6_repeat,31.20491
DB0-m9_o14_o17_f0_sra.sym.29_repeat,11.06479
DB7-ddmof_5030_repeat,39.44376
DB5-hypotheticalMOF_5059662_1_0_2_12_24_3_repeat,23.81367
DB5-hypotheticalMOF_5015271_0_0_0_3_16_7_repeat,43.58694
DB0-m29_o81_o1510_f0_pts.sym.78_repeat,37.79059
DB0-m3_o14_o22_f0_nbo.sym.75_repeat,29.82746
DB0-m29_o90_o52_f0_pts.sym.81_repeat,29.68957
DB0-m3_o6_o24_f0_pcu.sym.83_repeat,33.19627
DB13-nbo-Syn034478_repeat,31.5131
DB0-m29_o96_o110_f0_pts.sym.9_repeat,36.49244
DB0-m9_o8_o8_f0_sra.sym.29_repeat,22.40248
DB0-m2_o12_frl_repeat,58.2928
DB0-m1_o12_vmd_repeat,48.19346
DB0-m2_o9_o22_f0_nbo.sym.85_repeat,20.32907
DB0-m29_o82_o43_f0_pts.sym.62_repeat,24.18452
DB0-m9_o17_o25_f0_sra.sym.45_repeat,17.33564
DB0-m2_o13_mot-e_repeat,69.52535
DB5-hypotheticalMOF_14770_1_1_0_16_10_0_repeat,17.58504
DB0-m3_o13_o16_f0_pcu.sym.31_repeat,27.29742
DB0-m3_o10_o23_f0_pcu.sym.60_repeat,13.68609
DB0-m3_o156_o470_f0_fsc.sym.9_repeat,15.15902
DB0-m2_o9_o11_f0_pcu.sym.45_repeat,10.90679
DB0-m9_o1_o12_f0_sra.sym.27_repeat,13.98602
DB0-m2_o11_o26_f0_pcu.sym.70_repeat,33.35797
DB0-m3_o450_o6_f0_fsc.sym.2_repeat,23.02092
DB1-Zn2O8N2-ADC_A-irmof6_A_No635_repeat,37.99909
DB0-m2_o6_o14_f0_pcu.sym.107_repeat,37.26626
DB0-m2_o20_o22_f0_nbo.sym.83_repeat,37.69185
DB0-m2_o38_o41_f0_fof.sym.6_repeat,24.3115
DB5-hypotheticalMOF_5048841_1_1_1_23_9_5_repeat,5.102393
DB0-m3_o1_o26_f0_pcu.sym.70_repeat,17.25894
DB6-cuf_1246_repeat,33.01602
DB0-m3_o17_o22_f0_nbo.sym.15_repeat,46.71678
DB0-m3_o24_o52_f0_fsc.sym.20_repeat,12.96116
DB0-m3_o158_o151_f0_fsc.sym.28_repeat,21.7183
DB0-m29_o99_o540_f0_pts.sym.25_repeat,39.48265
DB0-m3_o1530_o156_f0_fsc.sym.78_repeat,13.90044
DB0-m29_o84_o52_f0_pts.sym.23_repeat,19.7483
DB0-m3_o4_o28_f0_pcu.sym.3_repeat,34.38133
DB0-m2_o18_o20_f0_pcu.sym.13_repeat,30.15486
DB0-m29_o99_o53_f0_pts.sym.24_repeat,32.28457
DB0-m2_o6_o13_f0_pcu.sym.41_repeat,45.55383
DB1-Cu2N8-BTC_B-DPAC_B_No9_repeat,31.21292
DB0-m29_o84_o150_f0_pts.sym.34_repeat,24.3884
DB0-m2_o6_o23_f0_pcu.sym.110_repeat,40.59449
DB0-m3_o4_o4_f0_nbo.sym.115_repeat,39.90794
DB0-m3_o9_o22_f0_nbo.sym.58_repeat,27.44043
DB13-lvt-Syn026820_repeat,25.50255
DB0-m3_o17_o113_f0_fsc.sym.6_repeat,13.12556
DB0-m2_o13_o58_f0_pcu_repeat,37.62011
DB6-cuf_10390_repeat,32.727
DB0-m2_o25_o25_f0_pcu.sym.71_repeat,44.61827
DB12-BOHJOZ_auto_repeat,10.7647
DB1-Cu2O8N2-AZO_A-irmof14_A_No57_repeat,31.92663
DB1-MIL53Cr-ADC_B-DPAC_B_No483_repeat,33.45084
DB7-ddmof_22467_repeat,33.27927
DB0-m2_o6_o19_f0_pcu.sym.49_repeat,32.45806
DB0-m2_o14_o28_f0_pcu.sym.53_repeat,21.24785
DB0-m2_o12_o139_f0_fsc_repeat,16.01769
DB0-m3_o6_o8_f0_pcu.sym.155_repeat,63.50647
DB0-m3_o8_o25_f0_pcu.sym.86_repeat,34.08857
DB0-m3_o1_o8_f0_pcu.sym.102_repeat,26.01328
DB0-m2_o24_o24_f0_pcu_repeat,17.31129
DB0-m2_o9_o14_f0_nbo.sym.57_repeat,20.49182
DB7-ddmof_1672_repeat,44.52676
DB0-m3_o115_o156_f0_fsc.sym.22_repeat,34.95897
DB5-hypotheticalMOF_19823_2_2_1_21_21_2_repeat,8.217053
DB0-m3_o3_o10_f0_pcu.sym.62_repeat,28.86079
DB0-m9_o12_o21_f0_sra.sym.22_repeat,19.59491
DB5-hypotheticalMOF_5064620_1_1_2_15_1_8_repeat,9.458595
DB2-mof_11377_repeat,60.72144
DB0-m2_o2_o3_f0_pcu.sym.18_repeat,30.68858
DB6-cuf_3148_repeat,23.10597
DB12-XEXLIX_clean_repeat,6.616331
DB15-pcu_N144_E38_opt_repeat,40.60491
DB5-hypotheticalMOF_2730_1_1_0_25_2_6_repeat,27.17395
DB0-m3_o16_o45_f0_fsc.sym.66_repeat,13.60663
DB0-m3_o44_o13_f0_fsc.sym.77_repeat,14.58295
DB0-m3_o43_o21_f0_fsc.sym.22_repeat,13.31901
DB0-m3_o7_o26_f0_pcu.sym.34_repeat,53.23991
DB0-m2_o3_o26_f0_pcu.sym.92_repeat,54.81614
DB0-m3_o160_o1510_f0_fsc.sym.25_repeat,28.51162
DB0-m3_o1_o13_f0_pcu.sym.59_repeat,12.08016
DB0-m29_o99_o45_f0_pts.sym.30_repeat,15.15304
DB7-ddmof_23869_repeat,67.23661
DB0-m9_o17_o25_f0_sra.sym.34_repeat,13.07781
DB0-m3_o7_o19_f0_pcu.sym.76_repeat,45.1787
DB0-m3_o1_o25_f0_nbo.sym.10_repeat,53.44912
DB0-m3_o17_o46_f0_fsc.sym.7_repeat,11.26113
DB6-cuf_3994_repeat,17.78811
DB1-Zn2O8N2-BDC_A-irmof14_A_No140_repeat,22.10268
DB0-m3_o160_o146_f0_fsc.sym.101_repeat,24.37511
DB0-m2_o22_o24_f0_nbo.sym.21_repeat,29.30044
DB0-m2_o11_o13_f0_pcu.sym.90_repeat,16.8678
DB0-m3_o14_o28_f0_nbo.sym.14_repeat,66.04493
DB0-m29_o89_o47_f0_pts.sym.76_repeat,17.94192
DB0-m2_o4_o11_f0_nbo.sym.1_repeat,40.02514
DB7-ddmof_6049_repeat,27.84153
DB0-m3_o6_o23_f0_nbo.sym.136_repeat,42.08301
DB1-MIL47V-ADC_B-irmof20_B_No399_repeat,18.20327
DB1-Cu2N8-AZO_B-irmof6_B_No25_repeat,22.01144
DB0-m3_o1_o13_f0_pcu.sym.85_repeat,16.08486
DB0-m3_o6_o23_f0_pcu.sym.19_repeat,61.87173
DB0-m2_o14_o17_f0_nbo.sym.5_repeat,48.15484
DB0-m29_o81_o147_f0_pts.sym.123_repeat,22.31844
DB0-m2_o2_o12_f0_pcu.sym.59_repeat,9.662797
DB0-m29_o85_o102_f0_pts.sym.57_repeat,22.59806
DB0-m3_o96_o22_f0_fsc.sym.80_repeat,21.54874
DB0-m3_o1530_o158_f0_fsc.sym.92_repeat,6.68961
DB5-hypotheticalMOF_5019231_1_0_0_19_8_8_repeat,42.50553
DB0-m3_o13_o28_f0_pcu.sym.19_repeat,35.88678
DB0-m3_o1_o7_f0_nbo.sym.117_repeat,59.46423
DB0-m29_o83_o420_f0_pts.sym.63_repeat,27.64325
DB0-m3_o147_o21_f0_fsc.sym.22_repeat,15.5312
DB0-m5_o23_o25_f0_bcu.sym.106_repeat,16.27452
DB0-m2_o22_o22_f0_nbo.sym.24_repeat,26.06716
DB0-m2_o13_o29_f0_pcu.sym.25_repeat,48.11137
DB0-m3_o158_o151_f0_fsc.sym.6_repeat,23.83384
DB0-m3_o20_o22_f0_pcu.sym.26_repeat,19.66386
DB0-m2_o14_o23_f0_nbo.sym.15_repeat,49.13541
DB1-Cu2O8N2-BDC_A-irmof6_A_No161_repeat,16.40112
DB0-m3_o115_o23_f0_fsc.sym.51_repeat,37.77032
DB5-hypotheticalMOF_1252_0_0_0_2_7_7_repeat,26.4932
DB6-cuf_1356_repeat,38.26924
DB0-m3_o16_o450_f0_fsc.sym.16_repeat,11.72913
DB0-m15_o4_o46_f0_fsc_repeat,12.83637
DB0-m3_o450_o21_f0_fsc.sym.63_repeat,24.06571
DB0-m2_o16_o28_f0_pcu.sym.103_repeat,31.8562
DB0-m3_o1_o15_f0_nbo.sym.73_repeat,33.97973
DB0-m3_o16_o22_f0_pcu.sym.19_repeat,19.59343
DB0-m3_o51_o21_f0_fsc.sym.38_repeat,26.97612
DB0-m3_o5_o22_f0_nbo.sym.52_repeat,35.16132
DB0-m3_o2_o9_f0_pcu.sym.6_repeat,21.42052
DB6-cuf_10765_repeat,45.49198
DB5-hypotheticalMOF_5056977_2_0_1_29_25_5_repeat,78.17551
DB0-m3_o4_cdm_repeat,31.91244
DB0-m3_o43_o15_f0_fsc.sym.38_repeat,10.47101
DB0-m3_o156_o151_f0_fsc.sym.35_repeat,32.7339
DB0-m2_o14_o25_f0_nbo.sym.97_repeat,47.75202
DB0-m2_o2_o14_f0_nbo.sym.120_repeat,50.61637
DB0-m29_o97_o450_f0_pts.sym.9_repeat,34.54845
DB0-m3_o1510_o6_f0_fsc.sym.47_repeat,26.59908
DB0-m9_o7_o27_f0_sra.sym.35_repeat,27.22061
DB0-m3_o520_o158_f0_fsc.sym.52_repeat,12.31028
DB12-XEBHOC_clean_repeat,5.318578
DB0-m29_o99_o1500_f0_pts.sym.6_repeat,34.52588
DB0-m2_o1_o8_f0_pcu.sym.60_repeat,25.64972
DB5-hypotheticalMOF_5020621_1_0_0_23_24_14_repeat,47.47297
DB0-m3_o17_o150_f0_fsc.sym.2_repeat,21.06829
DB0-m3_o156_o45_f0_fsc.sym.57_repeat,14.03774
DB0-m3_o23_mdf_repeat,30.08658
DB1-Cu2O8N2-DPAC_A-irmof14_A_No30_repeat,54.11035
DB0-m29_o89_o52_f0_pts.sym.122_repeat,26.32252
DB1-Cu2O8-ADC_A-irmof8_A_No921_repeat,38.23014
DB0-m2_o2_o15_f0_nbo.sym.65_repeat,51.65231
DB0-m3_o115_o6_f0_fsc.sym.9_repeat,28.58278
DB13-cds-Syn023009_repeat,10.68506
DB0-m2_o3_o23_f0_pcu.sym.22_repeat,51.09163
DB0-m3_o160_o152_f0_fsc.sym.5_repeat,16.2185
DB0-m29_o96_o87_f0_pts.sym.7_repeat,18.06295
DB0-m3_o7_o24_f0_pcu.sym.7_repeat,35.4537
DB0-m3_o51_o158_f0_fsc.sym.54_repeat,19.65516
DB0-m3_o17_nbo_repeat,91.85398
DB5-hypotheticalMOF_5076667_2_0_2_27_1_6_repeat,29.27227
DB0-m3_o155_o540_f0_fsc.sym.59_repeat,39.24581
DB0-m9_o17_o24_f0_sra.sym.52_repeat,6.906747
DB5-hypotheticalMOF_5006613_3_1_0_15_21_3_repeat,29.92002
DB0-m3_o6_o8_f0_pcu.sym.49_repeat,28.68998
DB0-m29_o81_o42_f0_pts.sym.7_repeat,26.16959
DB0-m29_o82_o470_f0_pts.sym.68_repeat,19.03035
DB0-m3_o13_o85_f0_fsc.sym.7_repeat,11.86109
DB5-hypotheticalMOF_14735_1_1_0_16_1_5_repeat,7.951352
DB0-m3_o470_o6_f0_fsc.sym.34_repeat,18.67265
DB0-m3_o19_o24_f0_nbo.sym.113_repeat,57.23519
DB0-m29_o90_o78_f0_pts.sym.70_repeat,21.66985
DB0-m3_o155_o1500_f0_fsc.sym.23_repeat,22.08038
DB5-hypotheticalMOF_5062788_1_0_2_18_13_6_repeat,30.35394
DB0-m3_o3_o26_f0_pcu.sym.98_repeat,48.48183
DB13-lvt-Syn030494_repeat,44.51294
DB0-m2_o22_o23_f0_pcu.sym.39_repeat,13.33052
DB0-m29_o93_o143_f0_pts.sym.3_repeat,28.67309
DB6-cuf_5784_repeat,35.21821
DB0-m2_o2_o23_f0_nbo.sym.7_repeat,38.07392
DB0-m3_o152_o159_f0_fsc.sym.20_repeat,17.50941
DB5-hypotheticalMOF_5025907_1_0_0_27_3_2_repeat,30.63374
DB0-m2_o3_o7_f0_pcu.sym.58_repeat,34.99038
DB1-Cu2N8-irmof10_B-irmof7_B_No117_repeat,11.96792
DB0-m2_o12_o13_f0_pcu.sym.33_repeat,19.42765
DB13-nbo-Syn025746_repeat,25.56722
DB0-m3_o7_o14_f0_nbo.sym.101_repeat,32.95386
DB0-m2_o8_o23_f0_pcu.sym.143_repeat,36.23474
DB1-Cu2N8-ADC_B-BDC_B_No760_repeat,16.3614
DB6-cuf_9123_repeat,34.6706
DB0-m3_o47_o23_f0_fsc.sym.110_repeat,12.64632
DB0-m9_o20_o27_f0_sra.sym.9_repeat,30.89762
DB0-m3_o19_o23_f0_nbo.sym.48_repeat,67.52937
DB0-m2_o17_o23_f0_pcu.sym.69_repeat,27.38044
DB0-m2_o30_o19_tfc_repeat,29.26417
DB0-m3_o11_o15_f0_nbo.sym.16_repeat,52.09225
DB0-m3_o6_o17_f0_pcu.sym.118_repeat,13.77115
DB0-m3_o6_o7_f0_pcu.sym.84_repeat,43.18861
DB0-m29_o83_o430_f0_pts.sym.74_repeat,29.22355
DB0-m3_o1_o22_f0_nbo.sym.137_repeat,32.44386
DB0-m3_o9_o19_f0_nbo.sym.22_repeat,32.67829
DB0-m3_o22_o151_f0_fsc.sym.36_repeat,12.397
DB0-m2_o6_o11_f0_nbo.sym.35_repeat,62.43878
DB0-m3_o96_o6_f0_fsc.sym.11_repeat,31.11783
DB13-cds-Syn027500_repeat,33.19595
DB1-Al2O6-ADC_B-irmof20_B_No53_repeat,20.92305
DB6-cuf_9493_repeat,36.4745
DB0-m3_o540_o159_f0_fsc.sym.2_repeat,27.18632
DB0-m3_o23_o28_f0_pcu.sym.12_repeat,55.70762
DB0-m9_o6_o25_f0_sra.sym.59_repeat,31.13305
DB6-cuf_5945_repeat,34.12929
DB0-m29_o99_o91_f0_pts.sym.59_repeat,31.49914
DB0-m29_o88_o143_f0_pts.sym.75_repeat,30.11229
DB0-m29_o91_o101_f0_pts.sym.76_repeat,23.54938
DB0-m3_o16_o20_f0_pcu.sym.30_repeat,38.2041
DB0-m3_o19_o24_f0_nbo.sym.1_repeat,66.34051
DB0-m2_o5_o9_f0_nbo.sym.73_repeat,25.29748
DB0-m2_o8_o8_f0_pcu.sym.54_repeat,43.96508
DB6-cuf_6516_repeat,30.91756
DB0-m3_o23_o23_f0_nbo.sym.155_repeat,77.56694
DB0-m3_o23_o26_f0_pcu.sym.14_repeat,53.15604
DB0-m2_o39_o40_f0_fof.sym.43_repeat,17.7069
DB0-m2_o3_o14_f0_nbo.sym.102_repeat,33.8251
DB0-m3_o22_o25_f0_nbo.sym.68_repeat,41.45824
DB1-Zn2O8-ADC_A-irmof20_A_No335_repeat,36.40135
DB5-hypotheticalMOF_18195_1_0_1_21_21_12_repeat,51.3807
DB0-m3_o25_o113_f0_fsc.sym.4_repeat,20.09524
DB0-m29_o99_o51_f0_pts.sym.79_repeat,20.56373
DB0-m29_o92_o93_f0_pts.sym.25_repeat,30.79014
DB0-m29_o99_o147_f0_pts.sym.144_repeat,22.02375
DB5-hypotheticalMOF_5059766_1_0_2_12_1_2_repeat,15.57867
DB1-Cu2N8-ADC_B-fum_B_No232_repeat,11.97562
DB7-ddmof_6071_repeat,54.11684
DB0-m3_o160_o114_f0_fsc.sym.6_repeat,14.40869
DB0-m29_o81_o54_f0_pts.sym.63_repeat,30.50014
DB0-m2_o14_o28_f0_pcu.sym.28_repeat,21.36084
DB0-m3_o15_o19_f0_nbo.sym.54_repeat,25.52374
DB0-m3_o1_o23_f0_nbo.sym.26_repeat,50.0752
DB0-m3_o90_o23_f0_fsc.sym.43_repeat,20.015
DB0-m9_o4_o17_f0_sra.sym.45_repeat,13.98293
DB1-Cu2N8-AZO_B-irmof6_B_No194_repeat,18.91168
DB0-m29_o91_o84_f0_pts.sym.4_repeat,20.77791
DB0-m3_o8_o8_f0_pcu.sym.55_repeat,45.761
DB0-m2_o23_o28_f0_pcu.sym.64_repeat,44.21869
DB0-m2_o8_o11_f0_pcu.sym.47_repeat,41.93213
DB0-m3_o11_o14_f0_nbo.sym.88_repeat,37.30679
DB0-m2_o8_o24_f0_pcu.sym.66_repeat,25.84882
DB0-m3_o8_o23_f0_pcu.sym.80_repeat,37.98897
DB0-m15_o14_o95_f0_fsc_repeat,11.67098
DB6-cuf_10387_repeat,22.13679
DB12-LITCOI_clean_repeat,14.40667
DB0-m29_o80_o108_f0_pts.sym.4_repeat,25.64091
DB0-m29_o81_o106_f0_pts.sym.38_repeat,30.06641
DB0-m2_o6_o11_f0_nbo.sym.134_repeat,52.98464
DB1-Al2O6-ADC_B-DPAC_B_No55_repeat,46.06766
DB0-m3_o96_o21_f0_fsc.sym.24_repeat,27.11834
DB15-qtz_N76_E107_opt_repeat,46.37668
DB0-m3_o38_o39_f0_fof_repeat,32.19661
